claim_id,velocity_kmh,device_reuse_count,weather_match,claim_hour,claims_this_week,label
CLM01695,27.63,1,1,19,0,0
CLM01696,37.05,1,1,9,0,0
CLM01697,16.69,1,1,19,4,0
CLM01698,12.89,2,1,12,3,0
CLM01699,9.08,1,1,16,1,0
CLM01700,20.63,1,0,19,2,1
CLM01701,16.19,1,0,9,2,0
CLM01702,15.89,1,1,7,0,0
CLM01703,24.73,1,1,18,2,0
CLM01704,12.44,1,1,19,4,0
CLM01705,191.37,1,1,10,1,1
CLM01706,43.05,2,1,15,3,0
CLM01707,25.34,1,1,21,3,0
CLM01708,38.79,1,1,19,1,0
CLM01709,10.35,1,0,7,2,0
CLM01710,4.19,1,1,9,4,0
CLM01711,21.44,1,1,15,1,0
CLM01712,30.74,2,1,13,1,0
CLM01713,39.27,1,1,14,4,0
CLM01714,35.05,1,1,22,4,0
CLM01715,117.06,5,0,2,9,1
CLM01716,44.34,2,1,22,1,0
CLM01717,41.22,1,1,11,0,0
CLM01718,19.04,2,1,18,3,0
CLM01719,34.92,1,1,21,2,0
CLM01720,0.53,1,1,17,2,0
CLM01721,11.69,1,1,22,4,0
CLM01722,8.28,1,1,18,2,0
CLM01723,12.58,1,1,14,0,0
CLM01724,36.18,1,1,13,1,0
CLM01725,33.23,1,1,20,3,0
CLM01726,94.15,4,0,3,8,1
CLM01727,38.63,1,1,12,0,0
CLM01728,11.44,1,1,17,2,0
CLM01729,25.22,2,1,7,3,0
CLM01730,117.42,3,0,4,12,1
CLM01731,74.86,5,0,5,11,1
CLM01732,17.15,1,1,11,1,0
CLM01733,41.79,1,1,19,0,0
CLM01734,14.11,8,1,22,7,1
CLM01735,17.8,2,1,18,4,0
CLM01736,20.26,1,1,11,1,0
CLM01737,42.32,1,1,12,3,0
CLM01738,273.31,1,0,12,5,1
CLM01739,3.75,1,1,19,2,0
CLM01740,33.19,1,1,12,0,0
CLM01741,41.19,6,1,17,7,1
CLM01742,6.08,2,1,21,4,0
CLM01743,28.79,1,0,22,4,0
CLM01744,4.03,1,1,11,2,0
CLM01745,30.33,1,0,11,3,1
CLM01746,0.37,2,0,22,2,0
CLM01747,13.18,4,0,17,8,1
CLM01748,39.7,1,1,19,3,0
CLM01749,3.56,1,1,15,2,0
CLM01750,23.94,1,1,9,1,0
CLM01751,180.18,2,1,22,5,1
CLM01752,14.43,1,0,7,1,0
CLM01753,12.7,1,1,7,1,0
CLM01754,127.78,2,1,15,3,1
CLM01755,35.61,1,1,11,0,0
CLM01756,17.66,1,1,15,3,0
CLM01757,5.49,1,1,21,1,0
CLM01758,1.51,1,1,13,3,0
CLM01759,43.25,2,1,8,4,0
CLM01760,11.4,1,1,8,1,0
CLM01761,10.62,1,1,15,4,0
CLM01762,50.63,2,0,4,11,1
CLM01763,6.97,1,1,22,0,0
CLM01764,15.23,2,1,8,0,0
CLM01765,6.93,1,1,22,1,0
CLM01766,25.13,1,1,21,1,0
CLM01767,32.6,5,0,15,10,1
CLM01768,24.42,1,1,18,2,0
CLM01769,12.39,1,0,12,0,0
CLM01770,20.22,1,1,21,0,0
CLM01771,22.77,1,1,18,4,0
CLM01772,32.45,1,1,19,1,0
CLM01773,22.39,1,1,17,3,0
CLM01774,4.97,1,1,11,1,0
CLM01775,9.09,1,1,19,3,0
CLM01776,31.56,1,1,9,0,0
CLM01777,9.39,1,1,9,3,0
CLM01778,2.73,1,0,20,2,0
CLM01779,2.62,1,1,9,2,0
CLM01780,194.29,1,0,17,4,1
CLM01781,23.68,1,1,12,4,0
CLM01782,18.68,1,1,18,3,0
CLM01783,19.22,1,1,19,4,0
CLM01784,7.12,3,1,18,2,0
CLM01785,44.86,1,1,20,2,0
CLM01786,25.34,1,1,15,2,0
CLM01787,20.14,1,1,16,4,0
CLM01788,275.87,1,1,7,2,1
CLM01789,0.98,1,1,15,4,0
CLM01790,25.68,1,1,21,2,0
CLM01791,40.03,4,0,8,7,1
CLM01792,41.3,8,0,23,8,1
CLM01793,7.78,1,1,10,4,0
CLM01794,1.68,1,1,8,2,0
CLM01795,36.77,1,1,14,4,0
CLM01796,28.52,1,1,8,2,0
CLM01797,6.73,1,1,8,3,0
CLM01798,33.88,1,1,20,2,0
CLM01799,6.66,1,1,8,4,0
CLM01800,3.83,1,1,11,1,0
CLM01801,8.91,1,1,14,1,0
CLM01802,72.64,2,0,0,10,1
CLM01803,15.67,1,1,7,2,0
CLM01804,36.97,6,0,14,3,1
CLM01805,10.51,1,1,9,0,0
CLM01806,10.94,1,1,16,0,0
CLM01807,36.19,1,1,17,1,0
CLM01808,9.53,1,1,22,4,0
CLM01809,6.36,1,1,8,2,0
CLM01810,35.51,7,1,1,10,1
CLM01811,0.38,1,1,18,0,0
CLM01812,95.46,3,0,3,12,1
CLM01813,4.48,1,1,9,1,0
CLM01814,43.51,1,1,8,1,0
CLM01815,13.72,1,1,7,2,0
CLM01816,15.99,1,0,15,0,0
CLM01817,39.54,2,1,7,4,0
CLM01818,10.15,1,1,11,0,0
CLM01819,23.43,1,1,14,3,0
CLM01820,6.87,3,0,17,3,0
CLM01821,9.3,1,1,13,1,0
CLM01822,31.73,1,1,11,4,0
CLM01823,14.29,1,0,10,1,0
CLM01824,39.58,1,1,20,3,0
CLM01825,33.55,1,1,15,1,0
CLM01826,4.8,1,1,15,4,0
CLM01827,10.39,1,1,18,0,0
CLM01828,21.45,1,1,18,1,0
CLM01829,22.12,1,1,8,3,0
CLM01830,0.68,1,1,13,1,0
CLM01831,118.99,5,0,5,9,1
CLM01832,39.94,1,1,19,2,0
CLM01833,42.26,1,1,8,4,0
CLM01834,35.11,1,0,16,5,1
CLM01835,33.08,1,1,8,1,0
CLM01836,17.91,1,1,21,1,0
CLM01837,27.59,1,1,11,3,0
CLM01838,20.33,1,1,11,3,0
CLM01839,20.29,1,1,13,3,0
CLM01840,29.19,8,0,22,4,1
CLM01841,94.39,2,0,4,10,1
CLM01842,43.88,1,1,19,0,0
CLM01843,41.05,1,1,11,1,0
CLM01844,8.05,1,1,16,3,0
CLM01845,8.13,2,0,7,4,0
CLM01846,0.55,1,1,7,4,0
CLM01847,10.7,1,1,20,3,0
CLM01848,9.79,2,0,19,5,1
CLM01849,9.34,1,1,18,0,0
CLM01850,207.18,2,1,2,1,1
CLM01851,61.29,4,0,4,12,1
CLM01852,23.16,1,0,2,3,1
CLM01853,40.39,1,1,9,2,0
CLM01854,5.49,2,1,20,4,0
CLM01855,9.41,1,1,9,3,0
CLM01856,27.22,1,1,20,4,0
CLM01857,11.68,1,1,11,4,0
CLM01858,23.39,1,1,12,4,0
CLM01859,13.07,1,1,21,0,0
CLM01860,9.33,1,1,8,2,0
CLM01861,36.27,1,1,16,2,0
CLM01862,13.85,1,1,7,0,0
CLM01863,15.36,1,1,7,1,0
CLM01864,37.52,2,1,22,0,0
CLM01865,21.67,1,1,17,3,0
CLM01866,18.63,1,1,16,4,0
CLM01867,14.2,1,1,17,2,0
CLM01868,264.96,2,1,20,5,1
CLM01869,25.69,1,1,16,2,0
CLM01870,12.22,1,1,18,3,0
CLM01871,13.62,1,1,18,0,0
CLM01872,41.1,1,1,22,4,0
CLM01873,21.76,7,1,10,5,1
CLM01874,4.42,3,1,11,1,0
CLM01875,20.67,1,1,7,2,0
CLM01876,30.92,1,1,21,0,0
CLM01877,102.19,2,0,4,8,1
CLM01878,9.44,1,1,17,3,0
CLM01879,12.27,1,1,10,1,0
CLM01880,24.72,1,0,16,4,0
CLM01881,3.21,1,1,21,0,0
CLM01882,27.02,1,0,12,1,1
CLM01883,31.71,7,1,19,8,1
CLM01884,36.78,1,1,9,3,0
CLM01885,4.18,1,1,10,3,0
CLM01886,29.0,1,1,14,1,0
CLM01887,27.76,2,1,17,2,0
CLM01888,1.36,1,1,21,1,0
CLM01889,15.69,1,1,19,0,0
CLM01890,29.23,1,1,19,4,0
CLM01891,27.94,1,0,19,0,0
CLM01892,36.63,1,1,20,4,0
CLM01893,24.5,1,1,9,4,0
CLM01894,5.14,1,1,10,3,0
CLM01895,54.87,2,0,5,10,1
CLM01896,29.02,1,1,11,4,0
CLM01897,28.63,1,1,11,3,0
CLM01898,17.55,1,1,17,2,0
CLM01899,41.09,1,0,20,2,0
CLM01900,26.22,1,1,11,2,0
CLM01901,117.75,2,0,5,12,1
CLM01902,16.17,2,1,14,3,0
CLM01903,17.74,1,1,19,3,0
CLM01904,29.81,1,1,19,2,0
CLM01905,6.94,3,1,11,0,0
CLM01906,238.69,2,1,4,1,1
CLM01907,110.21,5,0,4,6,1
CLM01908,19.09,1,1,14,1,0
CLM01909,0.33,1,1,15,3,0
CLM01910,25.94,1,1,22,2,0
CLM01911,27.62,1,0,23,5,1
CLM01912,44.27,1,1,9,4,0
CLM01913,3.98,1,1,9,4,0
CLM01914,14.06,1,1,7,3,0
CLM01915,40.77,1,1,18,2,0
CLM01916,1.59,2,1,15,0,0
CLM01917,26.02,1,1,16,4,0
CLM01918,5.07,1,0,8,3,1
CLM01919,38.6,3,0,19,5,1
CLM01920,33.25,1,1,12,2,0
CLM01921,10.63,1,1,8,2,0
CLM01922,43.53,1,1,22,3,0
CLM01923,10.71,1,1,13,4,0
CLM01924,15.53,1,1,10,0,0
CLM01925,13.56,8,0,12,9,1
CLM01926,6.53,2,1,21,3,0
CLM01927,43.28,1,1,18,3,0
CLM01928,29.34,1,1,10,2,0
CLM01929,17.6,1,1,13,4,0
CLM01930,31.06,1,1,7,0,0
CLM01931,102.86,2,1,7,6,1
CLM01932,8.69,1,1,13,4,0
CLM01933,31.86,1,1,11,3,0
CLM01934,40.5,1,0,10,1,0
CLM01935,21.01,2,1,15,3,0
CLM01936,30.04,1,1,9,2,0
CLM01937,17.23,1,1,15,1,0
CLM01938,22.13,2,1,12,3,0
CLM01939,17.25,1,0,14,3,1
CLM01940,205.7,2,1,0,4,1
CLM01941,37.32,2,0,8,2,1
CLM01942,40.71,1,1,22,3,0
CLM01943,37.98,1,1,14,0,0
CLM01944,31.02,1,1,18,2,0
CLM01945,18.03,1,0,9,2,0
CLM01946,43.24,1,1,16,1,0
CLM01947,164.52,1,1,22,4,1
CLM01948,28.38,1,1,21,1,0
CLM01949,238.34,1,1,12,1,1
CLM01950,28.95,1,0,21,0,0
CLM01951,253.31,1,1,3,2,1
CLM01952,30.03,1,1,11,4,0
CLM01953,3.24,1,1,7,3,0
CLM01954,27.83,1,1,7,1,0
CLM01955,40.71,1,1,12,4,0
CLM01956,57.99,3,0,0,7,1
CLM01957,36.52,3,1,17,0,0
CLM01958,25.92,1,1,13,0,0
CLM01959,15.1,1,1,20,1,0
CLM01960,24.9,1,0,8,1,0
CLM01961,92.87,3,0,0,11,1
CLM01962,283.75,2,1,22,4,1
CLM01963,9.28,1,1,20,1,0
CLM01964,27.47,1,1,22,4,0
CLM01965,28.22,1,1,7,4,0
CLM01966,5.29,1,1,18,4,0
CLM01967,20.89,1,1,8,1,0
CLM01968,265.63,2,1,5,2,1
CLM01969,1.94,1,1,20,2,0
CLM01970,36.23,1,1,8,4,0
CLM01971,83.95,2,0,0,7,1
CLM01972,26.67,1,1,17,1,0
CLM01973,14.68,1,1,13,3,0
CLM01974,3.31,1,1,20,1,0
CLM01975,27.42,1,1,21,1,0
CLM01976,43.9,1,1,8,2,0
CLM01977,82.1,3,0,2,7,1
CLM01978,27.16,1,1,12,4,0
CLM01979,38.48,1,1,22,1,0
CLM01980,37.66,1,1,14,1,0
CLM01981,26.08,2,1,11,4,0
CLM01982,18.8,1,0,8,3,0
CLM01983,21.57,1,1,21,3,0
CLM01984,25.13,1,1,13,1,0
CLM01985,10.76,3,1,16,1,0
CLM01986,38.61,1,1,21,3,0
CLM01987,39.34,1,1,18,3,0
CLM01988,0.06,1,1,17,4,0
CLM01989,12.14,7,0,21,4,1
CLM01990,15.11,2,1,18,0,0
CLM01991,27.86,5,1,5,4,1
CLM01992,34.81,1,1,10,3,0
CLM01993,33.85,2,1,14,2,0
CLM01994,12.03,1,1,9,2,0
CLM01995,21.88,1,1,16,3,0
CLM01996,36.0,2,1,9,1,0
CLM01997,20.6,1,1,16,0,0
CLM01998,31.37,6,0,6,3,1
CLM01999,43.63,1,1,18,3,0
CLM02000,29.01,1,1,14,4,0
CLM02001,18.53,1,1,17,3,0
CLM02002,31.36,1,1,16,4,0
CLM02003,62.02,4,0,1,11,1
CLM02004,12.97,1,1,16,3,0
CLM02005,27.84,1,1,12,1,0
CLM02006,31.18,1,1,14,0,0
CLM02007,5.69,5,1,5,6,1
CLM02008,1.56,1,1,18,3,0
CLM02009,7.32,1,0,19,3,0
CLM02010,42.65,2,1,17,2,0
CLM02011,13.04,2,0,11,4,0
CLM02012,41.5,1,1,22,0,0
CLM02013,12.32,2,0,19,2,1
CLM02014,4.16,1,1,14,2,0
CLM02015,3.76,1,1,9,4,0
CLM02016,22.07,1,1,8,2,0
CLM02017,32.22,1,1,7,2,0
CLM02018,13.86,1,1,13,3,0
CLM02019,18.7,1,1,20,3,0
CLM02020,3.44,1,0,9,4,1
CLM02021,23.64,1,0,19,0,0
CLM02022,10.93,1,0,17,4,1
CLM02023,33.99,1,1,19,2,0
CLM02024,1.9,1,1,16,3,0
CLM02025,20.86,1,1,15,2,0
CLM02026,37.54,1,1,16,3,0
CLM02027,95.14,2,0,0,8,1
CLM02028,43.68,1,1,22,4,0
CLM02029,11.61,1,0,10,2,0
CLM02030,25.89,1,1,8,1,0
CLM02031,39.52,1,1,15,2,0
CLM02032,41.04,1,1,9,4,0
CLM02033,28.26,1,1,12,4,0
CLM02034,14.23,1,1,15,2,0
CLM02035,32.93,1,0,4,5,1
CLM02036,35.05,1,0,12,0,0
CLM02037,22.65,1,1,10,3,0
CLM02038,3.44,1,0,22,2,0
CLM02039,16.32,1,1,17,1,0
CLM02040,1.29,1,1,11,1,0
CLM02041,9.44,3,1,10,0,0
CLM02042,17.25,1,0,3,1,1
CLM02043,23.11,1,1,15,0,0
CLM02044,30.18,1,0,19,2,1
CLM02045,9.0,1,1,11,2,0
CLM02046,15.65,1,1,14,4,0
CLM02047,4.46,1,1,13,1,0
CLM02048,7.73,1,1,10,1,0
CLM02049,38.31,1,1,12,3,0
CLM02050,4.83,1,0,20,1,0
CLM02051,18.34,1,1,21,0,0
CLM02052,22.31,1,1,8,0,0
CLM02053,5.21,1,1,16,3,0
CLM02054,18.33,3,1,9,3,0
CLM02055,16.53,1,1,10,3,0
CLM02056,29.63,1,1,19,4,0
CLM02057,33.36,2,1,18,1,0
CLM02058,26.77,3,1,20,3,0
CLM02059,32.11,1,1,19,2,0
CLM02060,27.14,1,1,15,1,0
CLM02061,4.86,1,1,11,0,0
CLM02062,95.01,1,0,12,5,1
CLM02063,6.87,1,1,9,4,0
CLM02064,35.67,1,1,22,4,0
CLM02065,15.46,2,1,8,3,0
CLM02066,5.36,1,1,21,3,0
CLM02067,225.07,2,0,15,4,1
CLM02068,84.12,2,0,4,11,1
CLM02069,30.84,1,1,12,4,0
CLM02070,26.6,6,1,9,8,1
CLM02071,5.13,2,0,11,5,1
CLM02072,73.89,2,0,3,9,1
CLM02073,18.54,1,1,14,2,0
CLM02074,40.97,1,1,17,1,0
CLM02075,20.74,6,1,8,3,1
CLM02076,26.46,3,1,19,2,0
CLM02077,36.37,1,1,17,3,0
CLM02078,34.42,1,1,18,3,0
CLM02079,28.59,3,1,13,2,0
CLM02080,13.38,1,1,9,4,0
CLM02081,3.03,7,1,13,6,1
CLM02082,3.45,1,1,16,3,0
CLM02083,14.1,1,1,21,4,0
CLM02084,0.84,1,1,22,1,0
CLM02085,37.08,2,1,20,4,0
CLM02086,2.69,1,1,14,1,0
CLM02087,34.45,1,1,9,1,0
CLM02088,12.01,1,1,14,3,0
CLM02089,6.75,1,1,16,3,0
CLM02090,44.61,1,0,13,1,0
CLM02091,1.31,1,1,12,0,0
CLM02092,21.86,1,1,9,2,0
CLM02093,39.02,2,1,18,0,0
CLM02094,37.79,1,1,10,4,0
CLM02095,26.12,1,1,22,0,0
CLM02096,5.5,1,1,19,1,0
CLM02097,9.81,1,1,15,3,0
CLM02098,38.83,1,1,10,2,0
CLM02099,21.37,1,1,11,2,0
CLM02100,16.55,1,1,8,0,0
CLM02101,35.5,1,1,16,2,0
CLM02102,30.84,1,1,21,3,0
CLM02103,114.93,4,0,2,5,1
CLM02104,34.05,1,1,12,3,0
CLM02105,39.58,1,1,8,2,0
CLM02106,37.04,2,1,20,2,0
CLM02107,39.45,1,1,15,4,0
CLM02108,32.82,7,1,14,3,1
CLM02109,28.86,1,1,11,0,0
CLM02110,28.27,1,1,12,1,0
CLM02111,43.63,1,1,20,2,0
CLM02112,39.31,1,1,17,2,0
CLM02113,18.65,1,1,14,0,0
CLM02114,41.54,1,1,9,3,0
CLM02115,31.56,1,1,20,4,0
CLM02116,4.01,1,0,10,0,0
CLM02117,19.58,2,1,22,0,0
CLM02118,9.14,2,1,15,2,0
CLM02119,17.19,1,1,13,2,0
CLM02120,8.52,1,1,7,2,0
CLM02121,10.6,1,1,21,0,0
CLM02122,151.11,2,0,22,4,1
CLM02123,33.12,1,1,8,0,0
CLM02124,10.57,2,0,8,0,0
CLM02125,27.88,1,1,18,1,0
CLM02126,25.18,1,1,22,2,0
CLM02127,5.94,1,1,11,2,0
CLM02128,108.13,2,1,13,3,1
CLM02129,11.84,1,0,17,3,0
CLM02130,14.2,3,1,11,4,0
CLM02131,29.58,1,1,11,0,0
CLM02132,1.61,1,1,20,0,0
CLM02133,41.72,1,1,22,3,0
CLM02134,38.06,2,1,9,1,0
CLM02135,8.13,1,1,15,4,0
CLM02136,26.36,1,0,12,3,0
CLM02137,11.08,1,1,17,0,0
CLM02138,44.16,1,1,10,2,0
CLM02139,262.75,2,1,20,3,1
CLM02140,0.26,2,1,21,2,0
CLM02141,44.99,2,1,11,1,0
CLM02142,36.07,1,1,9,4,0
CLM02143,17.16,1,1,19,0,0
CLM02144,165.47,2,1,20,6,1
CLM02145,36.05,8,1,21,5,1
CLM02146,4.33,1,1,21,3,0
CLM02147,25.34,1,1,18,4,0
CLM02148,28.38,1,1,21,1,0
CLM02149,32.11,2,1,9,2,0
CLM02150,3.56,1,1,11,2,0
CLM02151,23.54,1,1,9,0,0
CLM02152,22.98,1,1,15,2,0
CLM02153,3.68,1,1,21,1,0
CLM02154,37.93,1,1,16,2,0
CLM02155,20.47,1,1,15,2,0
CLM02156,39.21,1,1,15,0,0
CLM02157,0.81,1,1,22,3,0
CLM02158,39.1,2,1,22,2,0
CLM02159,43.83,1,1,19,2,0
CLM02160,121.98,1,0,0,2,1
CLM02161,6.53,1,1,13,0,0
CLM02162,20.85,1,1,12,1,0
CLM02163,20.04,1,1,21,4,0
CLM02164,13.27,1,1,17,0,0
CLM02165,80.23,5,0,3,12,1
CLM02166,1.67,1,1,22,1,0
CLM02167,23.77,1,1,9,2,0
CLM02168,18.77,1,1,18,3,0
CLM02169,0.94,1,1,18,3,0
CLM02170,9.89,2,1,21,1,0
CLM02171,32.53,1,1,18,3,0
CLM02172,38.0,1,1,9,3,0
CLM02173,213.26,1,1,15,3,1
CLM02174,25.06,3,1,15,2,0
CLM02175,7.86,2,1,9,2,0
CLM02176,27.79,1,1,15,2,0
CLM02177,34.62,1,1,11,4,0
CLM02178,4.69,1,0,21,0,0
CLM02179,35.17,1,1,10,4,0
CLM02180,218.58,1,1,5,6,1
CLM02181,19.87,1,1,10,1,0
CLM02182,15.06,1,1,21,3,0
CLM02183,0.3,1,1,16,4,0
CLM02184,32.18,6,1,20,6,1
CLM02185,79.52,3,0,1,10,1
CLM02186,18.42,1,1,18,0,0
CLM02187,34.66,1,1,9,0,0
CLM02188,18.07,1,1,19,0,0
CLM02189,28.87,2,1,16,3,0
CLM02190,30.64,1,1,17,2,0
CLM02191,23.75,4,1,14,6,1
CLM02192,28.1,1,1,18,3,0
CLM02193,39.64,1,1,19,1,0
CLM02194,24.34,1,1,16,4,0
CLM02195,28.61,1,1,15,1,0
CLM02196,13.68,1,1,8,2,0
CLM02197,22.84,1,1,10,3,0
CLM02198,33.16,1,0,14,2,0
CLM02199,30.01,1,1,11,3,0
CLM02200,11.14,1,1,18,3,0
CLM02201,107.99,2,0,0,4,1
CLM02202,5.85,1,1,19,4,0
CLM02203,35.05,2,1,20,3,0
CLM02204,42.65,1,1,12,1,0
CLM02205,21.81,1,0,10,1,0
CLM02206,1.47,1,1,10,4,0
CLM02207,4.97,1,1,11,0,0
CLM02208,44.6,1,1,11,1,0
CLM02209,18.98,2,1,16,1,0
CLM02210,33.28,1,1,9,0,0
CLM02211,25.79,1,0,19,3,0
CLM02212,37.52,1,1,21,3,0
CLM02213,6.7,1,1,20,3,0
CLM02214,17.79,1,0,21,2,0
CLM02215,38.97,1,1,16,4,0
CLM02216,28.98,1,0,8,4,0
CLM02217,33.78,1,1,12,0,0
CLM02218,9.26,1,1,21,0,0
CLM02219,27.31,1,1,7,2,0
CLM02220,18.67,2,1,15,0,0
CLM02221,116.99,1,0,8,1,1
CLM02222,97.5,2,0,4,9,1
CLM02223,32.1,1,1,11,3,0
CLM02224,11.61,2,1,8,1,0
CLM02225,26.87,1,1,19,0,0
CLM02226,14.33,1,1,7,3,0
CLM02227,41.12,1,1,10,1,0
CLM02228,29.32,1,1,21,0,0
CLM02229,22.52,1,1,12,1,0
CLM02230,19.07,2,1,7,3,0
CLM02231,27.93,1,1,8,3,0
CLM02232,11.29,1,0,13,4,0
CLM02233,12.66,1,1,9,2,0
CLM02234,33.22,2,0,13,2,1
CLM02235,43.08,1,1,17,2,0
CLM02236,31.85,1,1,17,2,0
CLM02237,43.15,1,0,11,0,0
CLM02238,0.19,1,1,22,3,0
CLM02239,35.43,1,1,7,3,0
CLM02240,15.88,1,1,18,3,0
CLM02241,98.79,2,0,0,11,1
CLM02242,8.68,1,1,15,2,0
CLM02243,36.73,1,1,14,1,0
CLM02244,43.53,1,1,13,0,0
CLM02245,36.95,1,1,22,1,0
CLM02246,29.69,1,1,12,0,0
CLM02247,33.57,1,0,14,4,0
CLM02248,12.34,1,1,15,4,0
CLM02249,0.09,1,1,8,2,0
CLM02250,44.78,1,1,21,3,0
CLM02251,34.16,2,1,15,3,0
CLM02252,14.23,1,1,7,1,0
CLM02253,19.07,1,1,12,2,0
CLM02254,28.17,1,1,7,4,0
CLM02255,42.08,1,1,22,1,0
CLM02256,37.46,1,1,14,0,0
CLM02257,27.88,1,1,10,0,0
CLM02258,41.25,1,1,9,1,0
CLM02259,53.84,5,0,0,5,1
CLM02260,25.17,1,1,10,4,0
CLM02261,10.49,1,1,7,3,0
CLM02262,35.78,2,1,17,0,0
CLM02263,14.77,1,1,9,4,0
CLM02264,8.71,1,1,15,2,0
CLM02265,32.61,1,1,8,0,0
CLM02266,20.53,2,0,9,5,1
CLM02267,34.9,1,1,17,2,0
CLM02268,0.36,1,1,8,1,0
CLM02269,37.58,2,1,13,1,0
CLM02270,9.06,1,1,22,3,0
CLM02271,14.9,1,0,16,3,0
CLM02272,4.72,2,0,22,1,0
CLM02273,28.74,1,1,13,1,0
CLM02274,34.58,1,1,19,1,0
CLM02275,37.17,1,1,18,0,0
CLM02276,6.41,1,1,18,0,0
CLM02277,8.96,1,1,15,1,0
CLM02278,24.95,1,1,15,0,0
CLM02279,15.16,1,0,10,2,1
CLM02280,10.81,1,1,20,0,0
CLM02281,59.16,3,0,1,12,1
CLM02282,16.84,1,0,14,0,0
CLM02283,26.43,2,1,11,2,0
CLM02284,28.33,1,1,22,1,0
CLM02285,35.31,1,1,12,4,0
CLM02286,39.71,1,1,21,1,0
CLM02287,16.82,1,1,22,3,0
CLM02288,18.04,2,1,8,1,0
CLM02289,9.14,2,1,16,3,0
CLM02290,25.71,2,1,9,1,0
CLM02291,13.28,1,1,8,3,0
CLM02292,15.14,1,1,18,3,0
CLM02293,17.21,1,1,9,2,0
CLM02294,13.25,1,1,9,2,0
CLM02295,4.43,1,1,13,2,0
CLM02296,14.82,1,1,15,1,0
CLM02297,44.91,3,1,15,0,0
CLM02298,12.68,1,0,19,4,0
CLM02299,0.54,1,0,11,3,0
CLM02300,32.55,1,1,21,3,0
CLM02301,3.86,1,1,20,1,0
CLM02302,38.38,1,1,11,2,0
CLM02303,0.44,1,1,17,1,0
CLM02304,30.86,1,1,16,2,0
CLM02305,25.54,1,1,17,4,0
CLM02306,27.14,1,1,19,1,0
CLM02307,2.87,1,1,17,4,0
CLM02308,28.76,1,1,12,0,0
CLM02309,27.15,1,1,19,2,0
CLM02310,13.1,1,1,18,4,0
CLM02311,40.94,6,0,3,5,1
CLM02312,21.52,1,0,13,1,0
CLM02313,13.94,1,1,12,4,0
CLM02314,13.96,1,1,21,2,0
CLM02315,44.6,1,1,14,4,0
CLM02316,25.62,1,1,8,0,0
CLM02317,39.64,1,1,16,3,0
CLM02318,36.45,1,1,20,3,0
CLM02319,29.66,1,1,8,1,0
CLM02320,7.11,2,1,9,1,0
CLM02321,18.51,1,1,18,0,0
CLM02322,22.7,1,1,12,2,0
CLM02323,2.01,1,1,21,3,0
CLM02324,17.97,1,1,15,0,0
CLM02325,6.14,1,1,21,0,0
CLM02326,28.54,2,0,4,4,1
CLM02327,37.87,1,1,10,1,0
CLM02328,24.06,1,1,7,2,0
CLM02329,9.75,3,0,14,3,1
CLM02330,36.52,1,1,10,3,0
CLM02331,19.98,1,1,19,1,0
CLM02332,16.86,1,1,20,0,0
CLM02333,15.17,1,1,14,0,0
CLM02334,37.37,1,1,20,4,0
CLM02335,25.29,4,0,17,9,1
CLM02336,5.44,1,1,12,0,0
CLM02337,14.23,1,1,9,2,0
CLM02338,16.6,1,1,16,4,0
CLM02339,44.57,1,1,12,2,0
CLM02340,26.99,3,1,11,2,0
CLM02341,98.13,5,0,0,9,1
CLM02342,81.42,3,0,4,4,1
CLM02343,27.74,2,1,20,1,0
CLM02344,2.7,1,1,11,3,0
CLM02345,1.71,2,1,21,2,0
CLM02346,35.41,3,1,20,7,1
CLM02347,10.31,1,1,13,4,0
CLM02348,119.19,3,0,4,10,1
CLM02349,8.26,1,1,22,0,0
CLM02350,2.34,3,0,11,0,0
CLM02351,31.81,1,0,7,5,1
CLM02352,71.8,3,0,1,10,1
CLM02353,142.78,2,0,8,4,1
CLM02354,77.88,3,0,3,11,1
CLM02355,27.42,1,1,22,0,0
CLM02356,19.23,1,0,16,4,0
CLM02357,24.88,1,1,16,3,0
CLM02358,25.3,1,1,22,1,0
CLM02359,82.82,2,1,12,4,1
CLM02360,43.67,1,1,9,3,0
CLM02361,44.66,1,0,12,1,0
CLM02362,43.07,1,1,18,4,0
CLM02363,28.57,1,1,19,3,0
CLM02364,10.91,1,1,7,1,0
CLM02365,20.5,1,1,12,0,0
CLM02366,236.55,2,1,22,5,1
CLM02367,3.62,2,1,12,3,0
CLM02368,13.6,2,1,19,4,0
CLM02369,18.52,2,1,9,0,0
CLM02370,34.95,1,1,13,3,0
CLM02371,0.29,1,1,10,0,0
CLM02372,18.8,1,1,20,1,0
CLM02373,109.55,2,0,16,1,1
CLM02374,36.65,1,1,12,1,0
CLM02375,40.6,1,1,10,1,0
CLM02376,107.43,1,1,0,5,1
CLM02377,21.83,1,1,15,0,0
CLM02378,35.51,1,1,7,3,0
CLM02379,44.41,1,0,22,2,0
CLM02380,15.14,1,1,17,1,0
CLM02381,29.93,1,1,18,2,0
CLM02382,0.14,2,1,11,0,0
CLM02383,39.11,1,1,14,2,0
CLM02384,30.88,2,1,13,0,0
CLM02385,43.09,1,1,18,0,0
CLM02386,33.11,1,1,22,3,0
CLM02387,35.73,1,0,22,0,0
CLM02388,13.22,1,1,8,1,0
CLM02389,3.92,1,0,21,1,0
CLM02390,42.98,1,1,14,1,0
CLM02391,98.99,2,0,3,4,1
