claim_type,zone,hour_of_day,day_of_week,days_since_joining,claims_last_30_days,worker_age,claim_amount_inr,velocity_kmh,velocity_flag,device_accounts_today,device_flag,weather_matches_claim,weather_flag,actual_aqi,claimed_aqi_severe,actual_rainfall_mm,actual_temp_c,zone_claims_last_hour,mins_since_shift_start,photo_submitted,is_fraud,claim_type_enc,zone_enc
natural_disaster,Hebbal,3,1,90,4,21,7339.39,14.08,0,1,0,1,0,70,0,12.08,25.79,1,366.08,1,0,2,2
flood,Jayanagar,16,1,215,0,20,5294.3,7.84,0,1,0,1,0,39,0,43.68,26.25,1,84.72,1,0,1,4
natural_disaster,Jayanagar,17,0,314,0,24,6760.38,17.13,0,1,0,0,1,35,0,14.59,22.29,0,24.52,0,0,2,4
natural_disaster,Whitefield,5,4,324,0,33,8891.39,19.93,0,1,0,1,0,31,0,7.62,21.26,2,285.72,1,0,2,7
extreme_heat,Hebbal,5,1,28,2,29,895.72,21.74,0,1,0,1,0,113,0,12.69,28.48,2,118.7,1,0,0,2
natural_disaster,Electronic_City,19,4,58,2,34,6785.57,2.43,0,2,0,1,0,99,0,13.7,30.4,3,38.28,0,0,2,1
natural_disaster,Jayanagar,12,1,38,0,33,3059.96,19.56,0,1,0,1,0,97,0,6.12,26.68,3,385.08,1,0,2,4
rain_damage,BTM_Layout,4,6,233,0,20,1175.35,15.44,0,1,0,1,0,83,0,26.4,28.6,4,319.45,1,0,4,0
natural_disaster,Marathahalli,5,2,104,2,28,3986.04,0.51,0,1,0,1,0,108,0,2.38,28.63,1,185.48,1,0,2,6
extreme_heat,Marathahalli,22,6,474,2,42,958.98,0.67,0,4,1,1,0,52,0,5.75,42.19,9,501.06,0,1,0,6
flood,Whitefield,18,1,428,1,23,5894.96,18.57,0,1,0,0,1,43,0,71.02,31.52,2,18.44,1,0,1,7
flood,Jayanagar,12,2,17,2,27,4330.87,17.65,0,1,0,1,0,56,0,57.78,25.05,6,107.72,0,0,1,4
natural_disaster,Koramangala,15,2,10,3,18,4037.13,20.58,0,1,0,1,0,70,0,5.29,28.06,3,82.21,1,0,2,5
extreme_heat,Jayanagar,7,0,51,0,19,808.88,24.48,0,1,0,1,0,90,0,13.15,28.97,2,287.89,0,0,0,4
extreme_heat,Indiranagar,7,5,17,1,33,401.8,6.67,0,1,0,1,0,66,0,9.16,33.7,5,131.75,1,0,0,3
rain_damage,Hebbal,12,2,58,1,18,5304.42,16.39,0,4,1,1,0,90,0,53.17,19.65,16,541.76,0,1,4,2
flood,Jayanagar,5,4,193,1,28,12325.34,11.04,0,3,1,0,1,52,0,45.31,23.67,1,520.42,1,1,1,4
flood,Indiranagar,6,6,640,0,29,14875.89,13.4,0,1,0,1,0,70,0,14.77,38.58,9,477.68,1,1,1,3
extreme_heat,Indiranagar,4,1,20,3,19,745.46,21.83,0,2,0,1,0,88,0,7.93,40.02,5,361.34,1,0,0,3
rain_damage,Hebbal,5,0,84,0,32,971.3,5.57,0,1,0,1,0,87,0,21.21,22.92,2,227.73,1,0,4,2
natural_disaster,Whitefield,21,1,80,1,36,4864.54,4.75,0,1,0,1,0,106,0,13.45,28.01,3,207.8,1,0,2,7
flood,Whitefield,7,2,53,0,22,2881.06,12.68,0,1,0,0,1,90,0,56.17,33.9,2,365.83,1,0,1,7
poor_aqi,Hebbal,17,3,4,0,29,631.12,12.67,0,1,0,1,0,187,0,2.72,27.47,2,269.43,0,0,3,2
flood,Jayanagar,23,0,552,3,22,3712.41,22.25,0,1,0,1,0,60,0,23.9,30.86,2,202.84,1,0,1,4
flood,Whitefield,5,4,11,1,35,7986.61,107.11,1,1,0,0,1,66,0,12.44,18.66,1,523.41,0,1,1,7
natural_disaster,Whitefield,23,3,235,1,29,6526.27,5.6,0,1,0,1,0,92,0,13.65,27.16,5,148.62,1,0,2,7
flood,Jayanagar,19,3,415,0,22,3201.24,23.66,0,1,0,1,0,56,0,16.54,30.58,2,127.07,1,0,1,4
flood,Whitefield,16,2,91,2,34,13916.56,259.38,1,1,0,0,1,79,0,72.68,26.34,6,0.15,0,1,1,7
natural_disaster,Jayanagar,6,0,16,2,25,3094.44,11.93,0,1,0,1,0,87,0,9.98,26.33,1,334.18,1,0,2,4
flood,Indiranagar,9,2,99,2,20,12692.58,114.99,1,2,0,0,1,112,0,51.75,29.32,3,2.65,0,1,1,3
poor_aqi,Whitefield,23,4,144,0,28,724.72,5.44,0,1,0,1,0,85,1,4.0,33.09,2,252.25,1,0,3,7
flood,BTM_Layout,0,6,183,0,23,5992.64,20.59,0,1,0,1,0,68,0,77.98,29.81,4,393.02,0,0,1,0
rain_damage,Hebbal,3,4,43,1,23,799.4,6.84,0,1,0,0,1,101,0,30.03,34.73,2,222.46,1,0,4,2
natural_disaster,Koramangala,6,4,126,3,30,15894.24,6.63,0,1,0,1,0,108,0,6.62,26.86,2,1.91,0,1,2,5
rain_damage,Whitefield,4,0,177,0,23,1565.67,22.49,0,1,0,1,0,36,0,45.28,21.63,2,392.78,1,0,4,7
rain_damage,Whitefield,20,3,180,0,35,1961.97,6.32,0,1,0,1,0,55,0,79.76,23.07,4,285.75,1,0,4,7
extreme_heat,Hebbal,18,5,325,2,29,731.22,14.96,0,1,0,1,0,63,0,5.05,36.59,3,327.25,1,0,0,2
extreme_heat,Indiranagar,4,3,93,2,33,1028.22,7.76,0,1,0,1,0,84,0,9.92,36.61,2,130.27,1,0,0,3
extreme_heat,Marathahalli,2,3,212,1,18,1062.66,11.63,0,1,0,1,0,68,0,3.9,31.82,2,122.94,0,0,0,6
poor_aqi,Whitefield,19,1,35,0,31,842.53,3.34,0,1,0,1,0,150,1,7.06,20.22,1,280.32,1,0,3,7
natural_disaster,Whitefield,13,4,206,2,42,6305.46,176.0,1,4,1,0,1,114,0,14.27,32.96,6,0.26,0,1,2,7
flood,Whitefield,23,1,35,0,32,4295.53,6.09,0,1,0,1,0,46,0,40.74,27.45,4,324.48,1,0,1,7
rain_damage,Koramangala,18,1,17,0,25,1485.72,18.41,0,2,0,0,1,98,0,65.32,21.67,2,510.08,0,1,4,5
natural_disaster,Whitefield,5,0,429,1,29,7195.43,24.64,0,1,0,1,0,52,0,6.33,29.92,1,356.95,1,0,2,7
flood,Koramangala,23,0,217,0,26,2390.99,15.63,0,1,0,1,0,41,0,69.09,25.74,3,210.3,1,0,1,5
natural_disaster,BTM_Layout,22,0,527,2,31,4087.9,15.14,0,1,0,1,0,112,0,11.47,24.57,0,196.05,0,0,2,0
extreme_heat,Hebbal,18,3,585,1,27,746.44,16.38,0,1,0,1,0,71,0,7.39,33.71,3,234.16,1,0,0,2
rain_damage,Whitefield,5,3,287,1,38,2228.7,23.56,0,1,0,1,0,92,0,70.81,31.28,1,234.55,0,0,4,7
natural_disaster,Koramangala,11,3,292,1,18,7567.59,6.57,0,1,0,1,0,51,0,3.15,26.66,2,238.92,1,0,2,5
poor_aqi,Jayanagar,1,1,57,3,32,419.12,0.09,0,1,0,1,0,180,1,12.92,24.87,2,175.0,1,0,3,4
natural_disaster,Whitefield,0,2,307,0,32,8992.68,6.27,0,1,0,1,0,39,0,8.87,26.74,3,326.13,1,0,2,7
rain_damage,Electronic_City,10,2,132,1,31,1413.58,20.06,0,1,0,0,1,46,0,44.67,26.06,0,327.83,1,0,4,1
rain_damage,Koramangala,4,6,262,0,18,2009.91,2.18,0,1,0,1,0,96,0,31.34,27.08,2,14.0,1,0,4,5
flood,Whitefield,10,6,640,1,36,3821.61,15.75,0,1,0,0,1,49,0,79.82,29.52,3,282.25,1,0,1,7
poor_aqi,Jayanagar,11,5,40,1,21,1361.46,9.79,0,4,1,0,1,177,1,12.98,25.52,11,0.69,0,1,3,4
poor_aqi,Koramangala,14,0,170,0,37,1533.91,289.88,1,4,1,1,0,54,1,11.14,27.58,1,545.3,0,1,3,5
poor_aqi,Jayanagar,14,5,263,2,26,516.48,4.58,0,1,0,1,0,192,1,3.06,22.17,3,309.2,1,0,3,4
natural_disaster,Electronic_City,12,3,119,2,18,8997.11,14.5,0,1,0,1,0,63,0,5.77,23.27,0,307.44,0,0,2,1
natural_disaster,Whitefield,16,6,48,3,22,7751.38,7.9,0,1,0,1,0,41,0,6.13,33.93,3,331.18,0,0,2,7
flood,Hebbal,9,4,89,0,29,4750.17,18.43,0,1,0,1,0,85,0,24.27,26.02,3,295.3,1,0,1,2
extreme_heat,Indiranagar,0,0,187,1,28,404.51,10.39,0,1,0,1,0,104,0,4.97,36.22,0,120.58,1,0,0,3
poor_aqi,Electronic_City,4,4,85,2,23,846.68,12.54,0,1,0,1,0,66,0,0.62,17.93,2,240.78,1,0,3,1
poor_aqi,Koramangala,10,1,33,0,32,341.16,9.52,0,1,0,1,0,123,0,11.69,19.75,4,46.72,0,0,3,5
rain_damage,Indiranagar,15,4,120,3,31,2098.49,11.45,0,1,0,1,0,52,0,24.92,25.24,1,104.71,0,0,4,3
rain_damage,Marathahalli,4,5,121,1,27,3323.25,281.47,1,1,0,1,0,66,0,15.46,26.87,1,515.66,1,1,4,6
rain_damage,Marathahalli,3,2,130,0,29,887.44,0.52,0,1,0,1,0,67,0,76.09,29.65,2,150.51,1,0,4,6
rain_damage,Koramangala,7,1,64,2,32,2106.21,5.88,0,1,0,1,0,109,0,25.26,22.76,3,151.33,1,0,4,5
extreme_heat,BTM_Layout,22,6,634,3,35,849.78,19.04,0,1,0,1,0,80,0,4.68,25.97,1,274.32,1,0,0,0
natural_disaster,Electronic_City,23,6,205,3,31,7531.15,16.38,0,1,0,1,0,92,0,10.66,25.8,4,52.72,1,0,2,1
natural_disaster,Whitefield,8,6,274,0,25,5189.05,24.57,0,1,0,1,0,77,0,4.43,17.79,2,85.89,1,0,2,7
rain_damage,Whitefield,12,5,30,0,28,1640.15,21.09,0,1,0,1,0,111,0,52.79,22.38,4,349.34,1,0,4,7
rain_damage,Marathahalli,16,4,400,2,18,1397.39,18.58,0,1,0,1,0,119,0,71.1,21.1,2,190.49,0,0,4,6
natural_disaster,Whitefield,16,4,463,2,33,6619.9,17.37,0,1,0,1,0,89,0,4.83,23.66,2,211.9,1,0,2,7
poor_aqi,Hebbal,20,4,149,1,19,887.58,12.43,0,2,0,1,0,160,0,11.37,24.6,1,387.97,1,0,3,2
flood,Jayanagar,0,3,272,4,28,4844.44,19.36,0,1,0,1,0,96,0,70.95,19.75,2,279.92,1,0,1,4
extreme_heat,BTM_Layout,4,4,46,0,27,659.6,17.78,0,5,1,1,0,96,0,8.28,47.15,4,1.99,0,1,0,0
poor_aqi,Whitefield,18,2,42,1,29,608.77,18.55,0,1,0,1,0,67,1,13.72,26.85,1,297.58,1,0,3,7
natural_disaster,Electronic_City,7,2,261,0,20,6443.13,9.61,0,1,0,1,0,117,0,6.41,33.78,2,72.35,1,0,2,1
rain_damage,Whitefield,6,1,377,2,27,2132.42,1.89,0,1,0,1,0,99,0,50.6,30.41,3,95.2,0,0,4,7
extreme_heat,Electronic_City,23,5,10,0,23,475.91,9.71,0,1,0,1,0,65,0,2.19,28.91,1,316.92,1,0,0,1
extreme_heat,Marathahalli,22,2,111,0,20,400.79,21.73,0,1,0,1,0,31,0,6.27,35.24,1,172.35,1,0,0,6
natural_disaster,Marathahalli,2,6,446,6,36,8506.96,22.1,0,1,0,0,1,91,0,10.14,30.79,2,385.1,0,0,2,6
extreme_heat,BTM_Layout,5,1,419,1,32,1405.1,5.3,0,1,0,0,1,45,0,4.86,39.97,1,2.09,1,1,0,0
natural_disaster,BTM_Layout,10,3,294,3,18,4831.16,19.91,0,1,0,1,0,66,0,6.97,27.14,2,208.04,0,0,2,0
natural_disaster,Jayanagar,23,6,108,2,36,18509.08,5.74,0,4,1,1,0,70,0,2.86,39.58,0,573.68,0,1,2,4
extreme_heat,BTM_Layout,21,1,95,2,32,685.89,19.38,0,1,0,1,0,53,0,1.35,24.77,1,82.63,1,0,0,0
extreme_heat,Hebbal,22,2,154,1,40,862.65,14.58,0,3,1,0,1,45,0,10.4,26.87,5,541.71,1,1,0,2
natural_disaster,Indiranagar,23,2,207,0,29,8553.66,24.23,0,1,0,1,0,81,0,8.23,23.09,3,96.16,1,0,2,3
rain_damage,Hebbal,12,5,52,0,18,1672.42,2.08,0,1,0,1,0,93,0,21.85,30.46,3,35.91,0,0,4,2
flood,Whitefield,2,6,222,0,24,5970.8,7.91,0,1,0,1,0,63,0,70.26,30.96,2,340.49,1,0,1,7
rain_damage,Koramangala,0,6,62,1,26,1205.96,8.02,0,2,0,1,0,58,0,24.45,26.32,4,275.04,1,0,4,5
poor_aqi,Electronic_City,20,3,91,2,35,559.91,3.32,0,1,0,0,1,145,1,0.88,27.85,2,272.02,1,0,3,1
poor_aqi,Hebbal,12,4,336,2,19,1674.01,14.7,0,5,1,0,1,126,1,3.38,27.5,7,0.6,0,1,3,2
rain_damage,Koramangala,16,6,1,0,23,969.64,10.26,0,1,0,1,0,117,0,35.85,22.55,3,125.59,1,0,4,5
poor_aqi,Electronic_City,12,4,108,3,24,1628.2,289.26,1,2,0,0,1,58,1,9.46,22.49,6,1.2,0,1,3,1
poor_aqi,Koramangala,4,4,280,2,26,547.23,20.88,0,1,0,1,0,129,1,11.85,23.53,1,46.47,1,0,3,5
flood,Marathahalli,10,2,52,1,37,5313.48,19.79,0,1,0,1,0,70,0,25.18,21.5,3,219.36,1,0,1,6
extreme_heat,Jayanagar,23,3,80,0,23,657.19,15.71,0,1,0,1,0,108,0,9.8,32.46,3,293.17,1,0,0,4
flood,Indiranagar,6,1,12,1,34,2195.33,7.99,0,1,0,1,0,89,0,41.49,35.34,4,197.54,1,0,1,3
natural_disaster,Hebbal,5,3,13,2,25,14997.51,147.02,1,3,1,0,1,93,0,10.65,27.76,2,499.23,0,1,2,2
extreme_heat,Indiranagar,9,4,20,2,18,491.61,1.32,0,1,0,1,0,55,0,2.13,36.42,0,69.77,1,0,0,3
extreme_heat,Marathahalli,17,2,53,1,18,912.44,12.18,0,1,0,1,0,32,0,4.91,33.97,2,230.48,1,0,0,6
flood,Hebbal,0,5,185,2,29,3681.15,1.45,0,1,0,0,1,66,0,77.7,32.26,2,198.46,0,0,1,2
flood,Electronic_City,20,0,419,1,25,2089.0,3.4,0,1,0,0,1,103,0,42.34,29.62,1,56.04,1,0,1,1
natural_disaster,Marathahalli,13,2,128,0,36,10090.67,244.14,1,3,1,1,0,46,0,14.59,28.47,1,517.36,0,1,2,6
poor_aqi,Marathahalli,19,0,14,0,29,719.15,9.57,0,1,0,1,0,101,1,4.82,34.63,4,195.66,1,0,3,6
poor_aqi,Electronic_City,6,6,27,0,29,613.32,216.6,1,1,0,0,1,70,1,11.18,29.43,1,1.67,1,1,3,1
rain_damage,Whitefield,18,6,20,1,18,1602.77,18.18,0,1,0,1,0,62,0,35.09,31.25,1,236.02,1,0,4,7
flood,Jayanagar,2,5,36,1,25,4624.28,13.95,0,1,0,1,0,82,0,66.6,25.17,1,15.6,1,0,1,4
extreme_heat,Koramangala,6,1,118,1,27,1054.09,8.17,0,1,0,0,1,49,0,13.81,32.46,0,57.17,0,0,0,5
flood,Hebbal,18,3,55,3,18,3965.09,4.18,0,1,0,1,0,71,0,43.48,18.32,1,298.1,1,0,1,2
natural_disaster,Whitefield,17,1,648,1,30,5008.77,17.65,0,1,0,0,1,88,0,6.23,24.99,0,174.89,0,0,2,7
extreme_heat,Marathahalli,8,2,68,4,18,877.48,20.44,0,1,0,1,0,45,0,14.56,28.92,6,329.06,1,0,0,6
extreme_heat,Whitefield,23,0,71,2,32,1283.85,4.08,0,4,1,0,1,105,0,1.05,37.61,3,2.69,0,1,0,7
flood,Hebbal,18,0,60,0,18,4945.38,16.04,0,1,0,1,0,78,0,40.17,22.84,3,328.59,1,0,1,2
poor_aqi,BTM_Layout,19,5,12,0,18,326.63,9.23,0,1,0,1,0,117,0,6.01,31.65,3,260.37,1,0,3,0
natural_disaster,Hebbal,15,1,159,1,23,8976.92,0.12,0,1,0,1,0,101,0,6.56,23.19,3,273.61,1,0,2,2
flood,BTM_Layout,11,0,42,2,18,5949.44,21.34,0,1,0,1,0,95,0,32.81,20.51,1,236.95,0,0,1,0
poor_aqi,Indiranagar,2,0,335,0,31,348.15,15.14,0,1,0,0,1,174,0,3.86,25.28,4,171.58,1,0,3,3
poor_aqi,Electronic_City,5,3,1,0,24,624.63,7.35,0,1,0,1,0,108,0,9.38,21.27,2,261.99,1,0,3,1
natural_disaster,Koramangala,18,4,47,1,27,5779.42,200.79,1,3,1,0,1,73,0,8.09,32.12,8,1.36,0,1,2,5
poor_aqi,Koramangala,18,1,245,1,30,727.16,10.26,0,1,0,1,0,130,0,1.58,28.05,4,235.89,0,0,3,5
flood,Whitefield,14,4,56,1,28,4915.16,16.1,0,1,0,1,0,75,0,78.45,19.11,3,117.83,1,0,1,7
natural_disaster,Indiranagar,17,4,83,0,30,7170.79,12.29,0,1,0,1,0,30,0,3.07,27.21,3,371.47,0,0,2,3
extreme_heat,Jayanagar,2,6,237,5,25,2217.79,2.45,0,1,0,0,1,50,0,5.96,31.51,13,0.91,1,1,0,4
natural_disaster,Electronic_City,21,0,159,1,28,11119.69,6.18,0,1,0,1,0,84,0,14.92,31.68,9,447.39,0,1,2,1
extreme_heat,Whitefield,15,4,49,2,20,826.58,4.12,0,1,0,1,0,90,0,2.89,33.0,2,311.21,1,0,0,7
rain_damage,BTM_Layout,19,3,162,1,21,1215.4,5.54,0,1,0,1,0,75,0,62.82,28.24,2,127.1,1,0,4,0
rain_damage,Marathahalli,20,6,387,1,31,1753.94,19.0,0,2,0,1,0,76,0,70.51,30.04,2,112.99,1,0,4,6
rain_damage,Whitefield,13,5,642,0,23,1626.53,14.76,0,1,0,1,0,108,0,42.81,30.11,3,389.16,1,0,4,7
extreme_heat,Whitefield,0,0,35,1,26,1726.49,267.41,1,2,0,0,1,101,0,2.94,27.65,5,451.82,0,1,0,7
natural_disaster,Whitefield,15,1,146,1,31,7523.74,23.27,0,1,0,1,0,80,0,1.77,25.4,0,131.29,1,0,2,7
extreme_heat,Koramangala,7,5,639,1,20,541.45,13.62,0,1,0,1,0,42,0,0.8,29.16,2,179.5,1,0,0,5
rain_damage,Indiranagar,20,2,47,0,34,867.04,14.4,0,1,0,1,0,36,0,29.76,25.28,3,25.27,1,0,4,3
rain_damage,Jayanagar,14,0,250,2,18,1688.82,18.35,0,1,0,1,0,40,0,24.71,19.16,2,26.07,1,0,4,4
flood,Indiranagar,7,1,61,1,24,4168.23,16.89,0,4,1,0,1,107,0,3.2,31.64,2,1.11,1,1,1,3
rain_damage,Indiranagar,5,0,375,0,32,5902.14,279.51,1,2,0,0,1,76,0,36.49,33.08,0,1.75,1,1,4,3
rain_damage,Whitefield,3,5,85,2,33,2180.95,2.83,0,1,0,0,1,114,0,18.91,15.09,2,110.53,1,0,4,7
extreme_heat,Hebbal,5,0,41,1,29,887.71,25.0,0,1,0,1,0,66,0,12.27,30.75,2,125.16,0,0,0,2
extreme_heat,BTM_Layout,16,3,162,2,38,813.28,0.19,0,1,0,1,0,81,0,11.77,33.58,3,70.46,1,0,0,0
rain_damage,Whitefield,18,3,379,2,18,2250.76,251.1,1,1,0,0,1,93,0,74.99,19.85,8,527.27,1,1,4,7
poor_aqi,Whitefield,21,6,45,0,31,665.21,7.58,0,1,0,1,0,121,0,6.45,27.4,0,220.51,0,0,3,7
extreme_heat,Whitefield,11,6,57,2,36,1129.88,11.3,0,1,0,1,0,92,0,14.94,44.26,2,214.88,0,0,0,7
natural_disaster,Jayanagar,23,0,72,1,26,8985.03,24.46,0,1,0,1,0,74,0,0.58,29.53,0,45.47,1,0,2,4
extreme_heat,Hebbal,17,5,181,4,35,1362.88,7.56,0,3,1,0,1,37,0,12.89,25.68,8,529.05,0,1,0,2
poor_aqi,Electronic_City,2,2,13,1,30,449.73,22.21,0,1,0,1,0,151,0,13.96,30.15,4,73.93,1,0,3,1
poor_aqi,Marathahalli,17,0,30,0,31,415.98,6.92,0,1,0,1,0,175,0,7.02,30.93,1,160.79,1,0,3,6
flood,Indiranagar,7,0,227,2,36,2338.6,23.76,0,1,0,1,0,61,0,74.08,33.25,2,296.01,0,0,1,3
natural_disaster,BTM_Layout,1,3,117,0,37,5752.88,4.09,0,1,0,1,0,54,0,0.07,24.9,1,185.72,1,0,2,0
rain_damage,Koramangala,12,2,96,1,28,4978.25,185.02,1,4,1,0,1,52,0,17.9,38.96,12,587.09,0,1,4,5
poor_aqi,Indiranagar,0,1,0,0,27,652.91,23.71,0,1,0,1,0,98,0,3.55,25.97,4,310.43,1,0,3,3
extreme_heat,Jayanagar,15,5,85,3,22,833.0,21.71,0,1,0,1,0,36,0,10.94,29.67,2,25.69,1,0,0,4
natural_disaster,Whitefield,6,3,439,0,35,5412.71,20.72,0,1,0,0,1,116,0,10.42,28.06,2,216.95,1,0,2,7
extreme_heat,Hebbal,17,6,726,4,26,517.23,22.54,0,1,0,1,0,72,0,5.37,27.44,3,323.03,1,0,0,2
extreme_heat,Whitefield,8,5,263,0,25,492.18,2.7,0,1,0,1,0,69,0,11.8,34.97,2,347.87,1,0,0,7
extreme_heat,Hebbal,3,0,31,1,27,1293.81,8.04,0,1,0,1,0,114,0,1.38,28.51,11,409.97,0,1,0,2
flood,Koramangala,14,5,298,1,30,3787.0,18.38,0,1,0,1,0,39,0,12.8,18.65,0,262.23,1,0,1,5
flood,Whitefield,14,2,970,1,29,4008.36,14.57,0,1,0,0,1,107,0,12.39,30.4,1,309.37,1,0,1,7
poor_aqi,Jayanagar,2,0,401,3,29,519.6,16.32,0,1,0,1,0,146,0,5.0,32.21,2,19.59,1,0,3,4
natural_disaster,Marathahalli,1,0,42,0,34,5790.26,16.52,0,1,0,1,0,108,0,5.33,26.38,1,294.74,1,0,2,6
rain_damage,Electronic_City,10,1,132,3,23,1902.6,10.9,0,1,0,1,0,99,0,39.71,24.64,4,283.27,0,0,4,1
natural_disaster,Electronic_City,9,5,12,1,34,6707.0,12.15,0,5,1,1,0,108,0,5.89,30.08,2,511.34,0,1,2,1
natural_disaster,BTM_Layout,6,3,237,2,29,5952.8,12.95,0,1,0,1,0,58,0,0.51,21.82,1,178.16,1,0,2,0
rain_damage,Indiranagar,11,0,50,3,26,1675.01,12.58,0,1,0,1,0,48,0,49.47,28.86,5,130.55,1,0,4,3
rain_damage,Jayanagar,13,5,6,1,30,5031.66,120.97,1,4,1,1,0,110,0,49.31,27.3,2,424.11,0,1,4,4
natural_disaster,Electronic_City,12,4,217,2,32,3674.8,3.27,0,1,0,1,0,87,0,10.3,27.46,5,86.09,1,0,2,1
poor_aqi,BTM_Layout,17,4,342,0,18,365.41,17.1,0,1,0,1,0,74,0,4.89,30.43,5,238.91,0,0,3,0
rain_damage,Marathahalli,12,6,138,0,30,2010.49,0.25,0,1,0,1,0,113,0,14.72,25.89,4,307.3,1,0,4,6
rain_damage,Marathahalli,11,1,127,2,18,1113.67,15.94,0,1,0,1,0,36,0,62.96,35.94,2,307.5,1,0,4,6
natural_disaster,Indiranagar,18,1,607,0,23,8218.7,4.48,0,1,0,1,0,77,0,4.21,23.78,3,277.7,1,0,2,3
flood,Whitefield,16,1,199,2,25,5454.82,19.26,0,1,0,1,0,34,0,12.79,28.93,2,97.12,0,0,1,7
flood,Hebbal,4,1,57,1,30,5400.46,2.39,0,1,0,1,0,68,0,44.07,22.12,1,273.03,1,0,1,2
extreme_heat,Indiranagar,18,6,147,2,29,836.04,16.79,0,1,0,1,0,110,0,4.53,29.87,2,30.42,0,0,0,3
natural_disaster,Whitefield,5,5,367,2,35,6434.51,22.32,0,1,0,1,0,81,0,9.38,30.53,0,147.72,0,0,2,7
poor_aqi,BTM_Layout,15,1,441,2,20,505.51,9.75,0,3,1,0,1,72,0,0.77,23.16,6,502.91,1,1,3,0
extreme_heat,Koramangala,22,0,24,1,26,3136.83,238.38,1,1,0,0,1,106,0,9.05,31.86,5,489.1,0,1,0,5
extreme_heat,Indiranagar,6,6,22,0,29,795.26,15.44,0,1,0,1,0,68,0,0.63,31.27,1,350.66,0,0,0,3
extreme_heat,Jayanagar,23,6,183,0,33,775.37,20.73,0,1,0,1,0,67,0,2.55,36.8,0,56.56,1,0,0,4
poor_aqi,Whitefield,9,2,435,0,22,852.83,22.2,0,1,0,1,0,82,0,10.01,16.8,3,254.85,1,0,3,7
natural_disaster,Indiranagar,12,3,46,0,19,4523.27,1.24,0,1,0,1,0,75,0,1.88,22.31,0,229.57,1,0,2,3
natural_disaster,Jayanagar,16,5,125,1,23,8085.71,23.01,0,1,0,1,0,109,0,8.58,34.51,0,178.54,1,0,2,4
extreme_heat,Indiranagar,18,1,35,4,37,1356.11,145.83,1,3,1,1,0,111,0,13.31,30.32,2,0.61,0,1,0,3
natural_disaster,Hebbal,12,3,19,0,39,6783.82,23.54,0,1,0,1,0,43,0,10.4,28.77,4,38.12,1,0,2,2
poor_aqi,BTM_Layout,7,3,182,2,28,1006.4,8.59,0,3,1,1,0,142,1,6.29,17.16,6,404.33,0,1,3,0
poor_aqi,Jayanagar,7,0,1,2,24,545.86,282.84,1,2,0,0,1,104,1,12.83,27.58,8,1.89,0,1,3,4
rain_damage,Hebbal,18,2,126,1,28,1752.52,8.18,0,2,0,0,1,43,0,17.9,32.37,8,443.94,1,1,4,2
flood,Jayanagar,23,5,3,1,32,10510.39,13.52,0,5,1,0,1,34,0,61.02,22.55,4,524.62,0,1,1,4
extreme_heat,Hebbal,9,3,333,2,31,940.68,18.17,0,1,0,1,0,86,0,7.39,19.88,1,380.36,1,0,0,2
poor_aqi,Koramangala,2,1,287,1,19,615.63,0.28,0,1,0,1,0,101,1,10.88,29.0,1,154.97,1,0,3,5
flood,Jayanagar,8,6,51,1,35,3169.37,8.17,0,1,0,1,0,49,0,63.77,30.82,2,57.68,1,0,1,4
extreme_heat,Indiranagar,5,6,176,0,37,1177.59,4.2,0,1,0,1,0,73,0,11.02,29.11,0,165.49,1,0,0,3
poor_aqi,Jayanagar,17,6,59,1,30,748.58,13.65,0,1,0,1,0,186,0,2.26,26.23,1,83.87,1,0,3,4
natural_disaster,Marathahalli,1,4,80,2,35,4543.76,12.72,0,1,0,1,0,99,0,10.58,23.04,1,46.23,1,0,2,6
flood,Hebbal,18,1,48,2,32,2836.34,8.35,0,1,0,1,0,88,0,72.98,24.11,2,250.14,0,0,1,2
poor_aqi,Koramangala,5,1,220,2,25,362.11,12.83,0,1,0,1,0,186,0,0.97,24.1,0,65.85,1,0,3,5
natural_disaster,BTM_Layout,18,3,504,1,32,7044.35,8.45,0,4,1,1,0,76,0,4.52,31.71,1,2.0,0,1,2,0
extreme_heat,Jayanagar,23,5,145,1,40,2805.08,241.68,1,1,0,0,1,32,0,12.61,31.52,11,1.24,0,1,0,4
poor_aqi,Indiranagar,17,5,103,2,22,870.73,22.36,0,1,0,1,0,130,1,11.59,36.1,2,23.16,1,0,3,3
flood,BTM_Layout,1,1,291,0,37,15242.03,135.26,1,3,1,1,0,35,0,52.43,28.04,4,541.3,0,1,1,0
poor_aqi,Jayanagar,9,5,77,0,23,890.33,14.15,0,1,0,1,0,157,0,6.08,20.26,2,336.05,0,0,3,4
extreme_heat,BTM_Layout,12,4,35,1,31,2325.94,15.23,0,3,1,0,1,48,0,4.6,36.93,1,1.71,0,1,0,0
poor_aqi,Indiranagar,23,0,110,1,21,828.1,10.71,0,1,0,1,0,74,0,3.24,26.31,1,73.78,1,0,3,3
poor_aqi,Koramangala,4,0,11,1,25,852.42,19.18,0,1,0,1,0,66,0,7.28,27.73,1,121.55,1,0,3,5
rain_damage,Koramangala,10,2,90,3,30,2413.36,11.73,0,1,0,1,0,60,0,20.82,21.46,2,579.75,1,1,4,5
extreme_heat,Marathahalli,21,6,166,0,31,1191.18,4.38,0,1,0,1,0,107,0,7.6,37.3,5,123.33,0,0,0,6
